# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
M 0.4 1100.0 0.2 0.0015 1.37011 3.09014 4.0849 4155.2 303.54 14534.247 0.17816 4.27177e+17 32373800000000.0 2.58574e+16 1.37882e+16 1.13126e+30
M 0.4 1100.0 0.2 0.002 1.2949 2.77522 3.68089 3785.13 259.57 14128.024 0.18084333 2.04148e+17 32365200000000.0 1.23573e+16 6589370000000000.0 -2.91487e+29
M 0.4 1100.0 0.2 0.003 1.22347 2.49101 3.30814 3465.15 220.92 13742.314 0.1834 9.56878e+16 32347900000000.0 5792070000000000.0 3088560000000000.0 -1.64239e+30
M 0.4 1100.0 0.2 0.005 1.15964 2.23097 2.96553 3102.01 177.67 13258.363 0.18568333 3.59222e+16 32313000000000.0 2174410000000000.0 1159480000000000.0 -2.8497e+30
M 0.4 1100.0 0.2 0.01 1.11111 2.0259 2.69531 2728.81 133.8 12701.123 0.18742 1.0604e+16 32227000000000.0 641871000000000.0 342270000000000.0 -3.76775e+30
M 0.4 1100.0 0.2 0.02 1.07854 1.89734 2.52154 2482.39 105.68 12295.387 0.188578 3871870000000000.0 32055400000000.0 234368000000000.0 124974000000000.0 -4.3838e+30
M 0.4 1100.0 0.2 0.03 1.06346 1.84076 2.4436 2361.31 92.69 12083.912 0.18911622 2216700000000000.0 31885100000000.0 134179000000000.0 71549200000000.0 -4.66907e+30
M 0.4 1100.0 0.2 0.05 1.0473 1.78258 2.3622 2231.93 79.0 11848.482 0.18969618 1122290000000000.0 31547400000000.0 67933100000000.0 36224600000000.0 -4.97475e+30
M 0.4 1100.0 0.2 0.1 1.02943 1.72131 2.27486 2088.58 63.54 11575.432 0.19033527 439095000000000.0 30722000000000.0 26578900000000.0 14172900000000.0 -5.31268e+30
M 0.4 1100.0 0.2 0.2 1.01597 1.67714 2.21074 1981.96 50.72 11363.398 0.19081961 159392000000000.0 29147300000000.0 9648150000000.0 5144770000000.0 -5.56733e+30
M 0.4 1100.0 0.2 0.5 1.00563 1.6444 2.16251 1900.45 36.32 11195.745 0.19118687 27648800000000.0 25050200000000.0 1673610000000.0 892433000000.0 -5.76277e+30
M 0.4 1100.0 0.2 1.0 1.00276 1.63545 2.14922 1878.19 30.32 11149.069 0.19129038 6598920000000.0 19932100000000.0 399439000000.0 212996000000.0 -5.81722e+30
M 0.4 1100.0 0.2 2.0 1.00165 1.63206 2.14416 1869.82 25.53 11131.421 0.19132679 1287870000000.0 12566100000000.0 77955900000.0 41569100000.0 -5.83799e+30
M 0.4 1100.0 0.2 5.0 1.00041 1.6282 2.13842 1859.67 16.26 11109.95 0.19137629 481133000000.0 3346990000000.0 29123500000.0 15529700000.0 -5.86157e+30
M 0.4 1100.0 0.2 10.0 1.00032 1.62789 2.13797 1858.33 12.8 11107.091 0.19138 137425000000.0 2372280000000.0 8318460000.0 4435720000.0 -5.86333e+30
M 0.4 1100.0 0.2 20.0 1.00024 1.62764 2.13761 1857.25 10.0 11104.82 0.19138 5.51071 1582010000000.0 0.33357 0.177873 -5.86471e+30
M 0.4 1100.0 0.254855 0.001 1.80982 4.76565 6.0583 6563.86 616.06 16520.0 0.16345 0.0 0.0 0.0 0.0 8.64981e+30
M 0.4 1100.0 0.254855 0.0015 1.34274 2.70434 3.48333 4127.54 320.58 14505.193 0.18232 5.07118e+17 41253200000000.0 3.10206e+16 1.95887e+16 -3.01061e+30
M 0.4 1100.0 0.254855 0.002 1.27879 2.41581 3.11748 3665.08 259.74 13987.378 0.18490333 1.98371e+17 41242100000000.0 1.21344e+16 7662600000000000.0 -4.60718e+30
M 0.4 1100.0 0.254855 0.003 1.22659 2.19789 2.83441 3327.24 214.5 13564.732 0.18702 8.49447e+16 41220100000000.0 5196090000000000.0 3281210000000000.0 -5.91031e+30
M 0.4 1100.0 0.254855 0.005 1.18306 2.01915 2.60018 2991.32 172.27 13099.822 0.18877429 3.28279e+16 41175900000000.0 2008090000000000.0 1268060000000000.0 -6.99708e+30
M 0.4 1100.0 0.254855 0.01 1.1448 1.8686 2.39959 2680.29 134.13 12623.753 0.19032429 1.12917e+16 41066200000000.0 690716000000000.0 436171000000000.0 -7.95233e+30
M 0.4 1100.0 0.254855 0.02 1.11657 1.76719 2.26237 2452.95 107.04 12244.735 0.19146304 4334980000000000.0 40847500000000.0 265172000000000.0 167450000000000.0 -8.6569e+30
M 0.4 1100.0 0.254855 0.03 1.10316 1.73082 2.21605 2337.6 94.06 12041.532 0.19200208 2510420000000000.0 40630700000000.0 153563000000000.0 96971600000000.0 -8.99182e+30
M 0.4 1100.0 0.254855 0.05 1.08858 1.69294 2.16723 2214.68 80.4 11816.321 0.19259768 1289950000000000.0 40201000000000.0 78906400000000.0 49827500000000.0 -9.35565e+30
M 0.4 1100.0 0.254855 0.1 1.07243 1.65285 2.11483 2076.0 64.55 11550.819 0.1932491 501693000000000.0 39149800000000.0 30688700000000.0 19379200000000.0 -9.75881e+30
M 0.4 1100.0 0.254855 0.2 1.06032 1.62411 2.07675 1974.52 51.42 11348.278 0.19373636 179342000000000.0 37146100000000.0 10970400000000.0 6927560000000.0 -1.00612e+31
M 0.4 1100.0 0.254855 0.5 1.05137 1.60354 2.04919 1898.51 36.84 11191.697 0.19409615 29692000000000.0 31958200000000.0 1816270000000.0 1146930000000.0 -1.02846e+31
M 0.4 1100.0 0.254855 1.0 1.04914 1.5985 2.04241 1879.67 31.07 11152.187 0.19418479 6848730000000.0 25644400000000.0 418939000000.0 264550000000.0 -1.03403e+31
M 0.4 1100.0 0.254855 2.0 1.0481 1.59616 2.03926 1871.25 26.43 11134.445 0.19423 1337060000000.0 15122400000000.0 81788300000.0 51647400000.0 -1.03662e+31
M 0.4 1100.0 0.254855 5.0 1.04688 1.59345 2.03558 1861.51 17.21 11113.835 0.19428 521001000000.0 3462340000000.0 31869800000.0 20125000000.0 -1.03969e+31
M 0.4 1100.0 0.254855 10.0 1.04684 1.59336 2.03546 1861.16 16.16 11113.098 0.19428 239816000000.0 2867430000000.0 14669600000.0 9263520000.0 -1.03978e+31
M 0.4 1100.0 0.254855 20.0 1.04684 1.59336 2.03546 1861.16 16.16 11113.098 0.19428 9.71259 2394930000000.0 0.594124 0.375175 -1.03978e+31
M 0.4 1100.0 0.32475535 0.001 1.84995 4.48844 5.62832 6563.86 645.76 16520.0 0.16572 0.0 0.0 0.0 0.0 8.3792e+30
M 0.4 1100.0 0.32475535 0.0015 1.37952 2.5109 3.1463 4197.16 346.31 14577.937 0.18697 7.18398e+17 52567900000000.0 4.10377e+16 4.20432e+16 -8.12657e+30
M 0.4 1100.0 0.32475535 0.002 1.3145 2.22594 2.78509 3668.99 273.43 13992.042 0.1899 2.53689e+17 52553900000000.0 1.44917e+16 1.48468e+16 -1.0408e+31
M 0.4 1100.0 0.32475535 0.003 1.26437 2.02544 2.52416 3308.72 222.78 13540.326 0.192166 1.03529e+17 52525700000000.0 5913950000000000.0 6058850000000000.0 -1.2167e+31
M 0.4 1100.0 0.32475535 0.005 1.22332 1.90305 2.37387 2985.54 179.09 13091.401 0.19402 4.04128e+16 52469400000000.0 2308530000000000.0 2365100000000000.0 -1.36073e+31
M 0.4 1100.0 0.32475535 0.01 1.18754 1.79847 2.24472 2668.73 138.51 12605.123 0.19563333 1.36211e+16 52329800000000.0 778091000000000.0 797155000000000.0 -1.48627e+31
M 0.4 1100.0 0.32475535 0.02 1.16135 1.72614 2.15398 2446.88 110.6 12234.233 0.19681735 5269060000000000.0 52051300000000.0 300989000000000.0 308363000000000.0 -1.57812e+31
M 0.4 1100.0 0.32475535 0.03 1.14876 1.69319 2.11204 2333.63 97.32 12034.394 0.19738579 3073820000000000.0 51774600000000.0 175589000000000.0 179891000000000.0 -1.62233e+31
M 0.4 1100.0 0.32475535 0.05 1.13508 1.65867 2.06767 2209.67 82.93 11806.941 0.19800149 1563500000000000.0 51226800000000.0 89313000000000.0 91501300000000.0 -1.67031e+31
M 0.4 1100.0 0.32475535 0.1 1.12003 1.62235 2.02036 2072.14 66.47 11543.236 0.19867879 605056000000000.0 49888300000000.0 34563100000000.0 35410000000000.0 -1.72311e+31
M 0.4 1100.0 0.32475535 0.2 1.10888 1.59659 1.98637 1970.78 52.53 11340.677 0.19918963 208329000000000.0 47333600000000.0 11900600000000.0 12192200000000.0 -1.76224e+31
M 0.4 1100.0 0.32475535 0.5 1.10072 1.57843 1.96213 1899.27 38.25 11193.277 0.19955191 37562100000000.0 40698300000000.0 2145690000000.0 2198260000000.0 -1.79088e+31
M 0.4 1100.0 0.32475535 1.0 1.09876 1.57411 1.95634 1881.5 32.05 11156.032 0.19964186 7947660000000.0 32883500000000.0 454001000000.0 465125000000.0 -1.79777e+31
M 0.4 1100.0 0.32475535 2.0 1.09783 1.57206 1.95359 1872.24 27.15 11136.532 0.19968639 1584030000000.0 20140600000000.0 90485800000.0 92702900000.0 -1.80102e+31
M 0.4 1100.0 0.32475535 5.0 1.09707 1.57033 1.95129 1863.27 18.3 11117.562 0.19972215 568399000000.0 4474890000000.0 32469100000.0 33264700000.0 -1.80368e+31
M 0.4 1100.0 0.32475535 10.0 1.09694 1.57005 1.95091 1862.34 15.03 11115.599 0.19973 251301000000.0 2576370000000.0 14355300000.0 14707000000.0 -1.80416e+31
M 0.4 1100.0 0.32475535 20.0 1.09694 1.57005 1.95091 1862.34 15.03 11115.599 0.19973 10.1526 1827600000000.0 0.579956 0.594166 -1.80416e+31
M 0.4 1100.0 0.41382762 0.001 1.89185 4.19931 5.18493 6563.86 677.36 16520.0 0.17181 0.0 0.0 0.0 0.0 6.15449e+30
M 0.4 1100.0 0.41382762 0.0015 1.42583 2.33811 2.83935 4326.44 382.25 14709.797 0.19278 1.12376e+18 66985900000000.0 6.36699e+16 8.32656e+16 -1.68187e+31
M 0.4 1100.0 0.41382762 0.002 1.35542 2.10639 2.56364 3680.78 288.13 14006.048 0.19595 3.28102e+17 66967800000000.0 1.85896e+16 2.4311e+16 -2.02897e+31
M 0.4 1100.0 0.41382762 0.003 1.30754 1.96259 2.38907 3299.01 231.5 13527.463 0.1981025 1.27368e+17 66932100000000.0 7216400000000000.0 9437390000000000.0 -2.26501e+31
M 0.4 1100.0 0.41382762 0.005 1.26891 1.85186 2.25306 2987.79 186.67 13094.675 0.19984 5.06211e+16 66860300000000.0 2868090000000000.0 3750800000000000.0 -2.45541e+31
M 0.4 1100.0 0.41382762 0.01 1.235 1.75633 2.13513 2662.81 143.6 12595.571 0.20136364 1.6785e+16 66682400000000.0 951003000000000.0 1243690000000000.0 -2.62254e+31
M 0.4 1100.0 0.41382762 0.02 1.21044 1.69097 2.05317 2442.47 114.55 12226.587 0.20247234 6496950000000000.0 66327500000000.0 368104000000000.0 481396000000000.0 -2.74362e+31
M 0.4 1100.0 0.41382762 0.03 1.19864 1.66107 2.0152 2327.65 100.46 12023.626 0.20299618 3749540000000000.0 65975000000000.0 212442000000000.0 277825000000000.0 -2.80183e+31
M 0.4 1100.0 0.41382762 0.05 1.18596 1.63034 1.97571 2205.08 85.64 11798.326 0.20357338 1913430000000000.0 65278200000000.0 108411000000000.0 141777000000000.0 -2.86435e+31
M 0.4 1100.0 0.41382762 0.1 1.17184 1.59752 1.93304 2067.47 68.47 11534.063 0.20420262 734500000000000.0 63569000000000.0 41615400000000.0 54423300000000.0 -2.93396e+31
M 0.4 1100.0 0.41382762 0.2 1.16163 1.57491 1.90322 1969.86 54.28 11338.814 0.20466456 256759000000000.0 60330900000000.0 14547500000000.0 19024700000000.0 -2.98429e+31
M 0.4 1100.0 0.41382762 0.5 1.15396 1.55848 1.88135 1899.26 39.79 11193.26 0.20501131 45568300000000.0 51883100000000.0 2581810000000.0 3376420000000.0 -3.02209e+31
M 0.4 1100.0 0.41382762 1.0 1.15238 1.55508 1.87682 1882.05 32.82 11157.176 0.20507878 8008520000000.0 42261300000000.0 453747000000.0 593397000000.0 -3.02989e+31
M 0.4 1100.0 0.41382762 2.0 1.15156 1.55334 1.87449 1873.32 28.23 11138.813 0.20512087 2403490000000.0 25427800000000.0 136177000000.0 178088000000.0 -3.03389e+31
M 0.4 1100.0 0.41382762 5.0 1.15073 1.55157 1.87214 1865.01 19.35 11121.252 0.20515372 945003000000.0 5564140000000.0 53542000000.0 70020600000.0 -3.03803e+31
M 0.4 1100.0 0.41382762 10.0 1.15019 1.55054 1.8707 1862.96 11.17 11116.919 0.20518 293494000000.0 405684000000.0 16628800000.0 21746600000.0 -3.04066e+31
M 0.4 1100.0 0.41382762 20.0 1.15011 1.55038 1.8705 1862.68 10.0 11116.332 0.20518 11.252 164374000000.0 0.637512 0.833721 -3.04104e+31
M 0.4 1100.0 0.52733018 0.001 1.89744 3.78659 4.58435 6563.86 718.14 16520.0 0.18234 0.0 0.0 0.0 0.0 -1.66729e+30
M 0.4 1100.0 0.52733018 0.0015 1.4401 2.16099 2.56925 4072.93 360.83 14447.259 0.19911 8.9311e+17 85358600000000.0 4.63504e+16 8.98581e+16 -3.35914e+31
M 0.4 1100.0 0.52733018 0.002 1.39007 2.00527 2.38305 3587.86 286.71 13894.391 0.20094 3.31948e+17 85335500000000.0 1.72273e+16 3.33981e+16 -3.70834e+31
M 0.4 1100.0 0.52733018 0.003 1.35077 1.892 2.24535 3248.47 234.13 13459.961 0.20238 1.39494e+17 85290000000000.0 7239420000000000.0 1.40349e+16 -3.98274e+31
M 0.4 1100.0 0.52733018 0.005 1.31725 1.80025 2.13246 2964.48 190.98 13060.562 0.20361571 5.86394e+16 85198700000000.0 3043250000000000.0 5899860000000000.0 -4.21668e+31
M 0.4 1100.0 0.52733018 0.01 1.28634 1.71775 2.03033 2647.97 147.59 12571.536 0.20474 1.99284e+16 84971700000000.0 1034240000000000.0 2005050000000000.0 -4.43242e+31
M 0.4 1100.0 0.52733018 0.02 1.26363 1.66458 1.96564 2432.62 117.87 12209.475 0.20557625 7787270000000000.0 84519800000000.0 404142000000000.0 783497000000000.0 -4.59094e+31
M 0.4 1100.0 0.52733018 0.03 1.2526 1.641 1.93706 2321.02 103.62 12011.687 0.20598065 4545190000000000.0 84070600000000.0 235885000000000.0 457303000000000.0 -4.66795e+31
M 0.4 1100.0 0.52733018 0.05 1.24068 1.61631 1.90691 2197.42 87.99 11783.954 0.20641993 2287040000000000.0 83179400000000.0 118692000000000.0 230105000000000.0 -4.75111e+31
M 0.4 1100.0 0.52733018 0.1 1.2277 1.59069 1.8753 2065.39 70.8 11529.977 0.20689325 901840000000000.0 81011100000000.0 46803500000000.0 90736500000000.0 -4.84175e+31
M 0.4 1100.0 0.52733018 0.2 1.21809 1.57249 1.8526 1966.62 55.62 11332.209 0.20724469 302997000000000.0 76875100000000.0 15724800000000.0 30485300000000.0 -4.90888e+31
M 0.4 1100.0 0.52733018 0.5 1.21139 1.56018 1.83714 1898.53 40.45 11191.736 0.20749403 48919400000000.0 66221300000000.0 2538810000000.0 4921910000000.0 -4.95564e+31
M 0.4 1100.0 0.52733018 1.0 1.2099 1.55749 1.83375 1883.25 33.87 11159.705 0.20755082 9317940000000.0 54021800000000.0 483580000000.0 937502000000.0 -4.96602e+31
M 0.4 1100.0 0.52733018 2.0 1.20907 1.55599 1.83186 1874.72 29.7 11141.755 0.20758 3951230000000.0 33441800000000.0 205060000000.0 397544000000.0 -4.97182e+31
M 0.4 1100.0 0.52733018 5.0 1.20826 1.55454 1.83003 1866.39 20.1 11124.179 0.20760964 1052780000000.0 6554510000000.0 54636900000.0 105923000000.0 -4.97744e+31
M 0.4 1100.0 0.52733018 10.0 1.20825 1.55451 1.83 1865.88 17.92 11123.092 0.20761 105977000000.0 5334060000000.0 5499980000.0 10662600000.0 -4.9775e+31
M 0.4 1100.0 0.52733018 20.0 1.20825 1.55451 1.83 1865.88 17.92 11123.092 0.20761 4.24969 5165010000000.0 0.220549 0.42757 -4.9775e+31
M 0.4 1100.0 0.67196366 0.001 1.94836 3.483 4.12745 6563.86 753.4 16520.0 0.11906 0.0 0.0 0.0 0.0 6.43341e+30
M 0.4 1100.0 0.67196366 0.0015 1.5345 2.22069 2.58317 4491.66 445.57 14872.58 0.1807 2.40376e+18 108770000000000.0 2.81421e+17 3.3768e+16 -4.81192e+31
M 0.4 1100.0 0.67196366 0.002 1.47326 2.03757 2.36385 3914.79 351.52 14274.842 0.18982 8.57878e+17 108741000000000.0 1.00436e+17 1.20515e+16 -5.6191e+31
M 0.4 1100.0 0.67196366 0.003 1.42926 1.91447 2.21757 3465.15 279.58 13742.314 0.19638 3.23359e+17 108683000000000.0 3.78574e+16 4542550000000000.0 -6.19915e+31
M 0.4 1100.0 0.67196366 0.005 1.39425 1.82988 2.1183 3145.11 227.61 13318.634 0.201591 1.35277e+17 108567000000000.0 1.58376e+16 1900370000000000.0 -6.66063e+31
M 0.4 1100.0 0.67196366 0.01 1.36029 1.75111 2.02518 2816.36 177.32 12837.788 0.20664632 4.73365e+16 108276000000000.0 5541950000000000.0 664984000000000.0 -7.10815e+31
M 0.4 1100.0 0.67196366 0.02 1.33601 1.69661 1.96035 2558.03 140.5 12423.356 0.21026362 1.79753e+16 107701000000000.0 2104470000000000.0 252517000000000.0 -7.42827e+31
M 0.4 1100.0 0.67196366 0.03 1.32431 1.67119 1.9299 2440.86 123.69 12223.791 0.21200407 1.0582e+16 107129000000000.0 1238890000000000.0 148656000000000.0 -7.58241e+31
M 0.4 1100.0 0.67196366 0.05 1.31143 1.64453 1.89764 2306.22 105.57 11984.901 0.21392874 5462390000000000.0 105991000000000.0 639511000000000.0 76735600000000.0 -7.75219e+31
M 0.4 1100.0 0.67196366 0.1 1.29706 1.61601 1.86283 2147.41 84.6 11689.104 0.21606934 2156780000000000.0 103213000000000.0 252505000000000.0 30298400000000.0 -7.94164e+31
M 0.4 1100.0 0.67196366 0.2 1.28586 1.59511 1.83715 2027.08 67.65 11454.099 0.21773328 823848000000000.0 97898500000000.0 96452400000000.0 11573400000000.0 -8.08937e+31
M 0.4 1100.0 0.67196366 0.5 1.27627 1.57886 1.81753 1923.6 48.69 11243.853 0.21916463 174652000000000.0 83825900000000.0 20447400000000.0 2453510000000.0 -8.21566e+31
M 0.4 1100.0 0.67196366 1.0 1.27315 1.57366 1.81124 1888.87 37.44 11171.502 0.2196307 36342000000000.0 65929700000000.0 4254750000000.0 510532000000.0 -8.25684e+31
M 0.4 1100.0 0.67196366 2.0 1.27218 1.57206 1.80929 1877.4 31.1 11147.406 0.21977308 8533220000000.0 44356300000000.0 999031000000.0 119875000000.0 -8.2696e+31
M 0.4 1100.0 0.67196366 5.0 1.27126 1.57058 1.80749 1868.71 21.2 11129.078 0.2199102 2496240000000.0 10669600000000.0 292248000000.0 35067200000.0 -8.28169e+31
M 0.4 1100.0 0.67196366 10.0 1.27101 1.57017 1.80699 1866.74 15.68 11124.919 0.21994826 1359580000000.0 5454660000000.0 159173000000.0 19099400000.0 -8.28508e+31
M 0.4 1100.0 0.67196366 20.0 1.27084 1.56992 1.80668 1865.75 10.0 11122.813 0.21997 54.1108 3807650000000.0 6.33508 0.760151 -8.28722e+31
M 0.4 1100.0 0.85626648 0.001 1.81782 2.84234 3.26756 6563.86 826.24 16520.0 0.15931 0.0 0.0 0.0 0.0 -4.35267e+31
M 0.4 1100.0 0.85626648 0.0015 1.56714 2.10038 2.38874 4304.55 432.76 14687.74 0.19312 2.20438e+18 138603000000000.0 2.84955e+17 3.50168e+16 -9.01496e+31
M 0.4 1100.0 0.85626648 0.002 1.52223 1.98605 2.2564 3832.56 352.22 14182.313 0.19918 9.11943e+17 138566000000000.0 1.17885e+17 1.44863e+16 -9.85039e+31
M 0.4 1100.0 0.85626648 0.003 1.48595 1.89589 2.15188 3432.66 285.54 13701.129 0.20408 3.75602e+17 138492000000000.0 4.85532e+16 5966470000000000.0 -1.05251e+32
M 0.4 1100.0 0.85626648 0.005 1.4553 1.82429 2.06799 3127.9 234.21 13294.669 0.208213 1.63184e+17 138344000000000.0 2.10944e+16 2592180000000000.0 -1.1095e+32
M 0.4 1100.0 0.85626648 0.01 1.42448 1.75926 1.99293 2818.66 184.16 12841.32 0.21236778 5.9655e+16 137974000000000.0 7711470000000000.0 947625000000000.0 -1.16684e+32
M 0.4 1100.0 0.85626648 0.02 1.40171 1.71297 1.93937 2560.25 146.17 12427.06 0.21543979 2.28896e+16 137241000000000.0 2958880000000000.0 363603000000000.0 -1.20917e+32
M 0.4 1100.0 0.85626648 0.03 1.39068 1.6912 1.91404 2442.39 128.73 12226.44 0.21692385 1.35219e+16 136512000000000.0 1747940000000000.0 214796000000000.0 -1.22968e+32
M 0.4 1100.0 0.85626648 0.05 1.37856 1.668 1.88689 2308.04 109.6 11988.207 0.21855906 6926540000000000.0 135063000000000.0 895379000000000.0 110029000000000.0 -1.25222e+32
M 0.4 1100.0 0.85626648 0.1 1.36502 1.64347 1.85793 2151.3 88.09 11696.532 0.22038748 2776660000000000.0 131522000000000.0 358932000000000.0 44107400000000.0 -1.27741e+32
M 0.4 1100.0 0.85626648 0.2 1.35435 1.62511 1.83604 2031.28 70.66 11462.464 0.22182491 1075250000000000.0 124758000000000.0 138996000000000.0 17080500000000.0 -1.29726e+32
M 0.4 1100.0 0.85626648 0.5 1.3452 1.6099 1.81779 1924.81 50.51 11246.369 0.22306006 219451000000000.0 106810000000000.0 28368000000000.0 3486000000000.0 -1.31427e+32
M 0.4 1100.0 0.85626648 1.0 1.34223 1.6051 1.812 1891.55 39.62 11177.121 0.22346045 51999500000000.0 84320400000000.0 6721860000000.0 826016000000.0 -1.31979e+32
M 0.4 1100.0 0.85626648 2.0 1.34102 1.60319 1.80969 1879.33 32.57 11151.465 0.22362631 14258100000000.0 56270500000000.0 1843110000000.0 226491000000.0 -1.32204e+32
M 0.4 1100.0 0.85626648 5.0 1.34044 1.60219 1.80849 1869.28 21.02 11130.288 0.2237 779968000000.0 10221900000000.0 100825000000.0 12389900000.0 -1.32313e+32
M 0.4 1100.0 0.85626648 10.0 1.3403 1.60197 1.80822 1867.58 13.22 11126.682 0.22372146 480770000000.0 2614910000000.0 62148100000.0 7637070000.0 -1.32339e+32
M 0.4 1100.0 0.85626648 20.0 1.34024 1.60188 1.80811 1867.08 10.0 11125.637 0.22373 19.4231 1575450000000.0 2.51079 0.308538 -1.3235e+32
M 0.4 1100.0 1.09111896 0.001 1.84989 2.65779 2.99114 6563.86 868.37 16520.0 0.16532 0.0 0.0 0.0 0.0 -9.93747e+31
M 0.4 1100.0 1.09111896 0.0015 1.62851 2.07795 2.31967 4304.55 451.53 14687.74 0.197515 2.8765e+18 176619000000000.0 3.18431e+17 3.53233e+16 -1.55082e+32
M 0.4 1100.0 1.09111896 0.002 1.58704 1.98382 2.21266 3863.91 371.43 14217.829 0.20354 1.24982e+18 176572000000000.0 1.38357e+17 1.53478e+16 -1.65516e+32
M 0.4 1100.0 1.09111896 0.003 1.55277 1.90581 2.12437 3448.86 299.63 13721.708 0.20853 5.07059e+17 176477000000000.0 5.61319e+16 6226660000000000.0 -1.74141e+32
M 0.4 1100.0 1.09111896 0.005 1.52409 1.84431 2.05417 3136.49 245.1 13306.647 0.212696 2.18885e+17 176288000000000.0 2.42308e+16 2687900000000000.0 -1.81357e+32
M 0.4 1100.0 1.09111896 0.01 1.49522 1.78537 1.9864 2839.16 193.8 12872.765 0.21689333 8.21856e+16 175817000000000.0 9098020000000000.0 1009240000000000.0 -1.8862e+32
M 0.4 1100.0 1.09111896 0.02 1.4735 1.74265 1.93708 2573.14 153.54 12448.551 0.22005435 3.13988e+16 174882000000000.0 3475880000000000.0 385576000000000.0 -1.94087e+32
M 0.4 1100.0 1.09111896 0.03 1.463 1.72262 1.91382 2452.32 135.14 12243.639 0.2215774 1.8538e+16 173954000000000.0 2052170000000000.0 227646000000000.0 -1.96727e+32
M 0.4 1100.0 1.09111896 0.05 1.45142 1.70198 1.8903 2319.96 115.23 12009.759 0.22326543 9578430000000000.0 172106000000000.0 1060340000000000.0 117623000000000.0 -1.99643e+32
M 0.4 1100.0 1.09111896 0.1 1.43831 1.68004 1.86514 2162.01 92.73 11716.964 0.22516899 3869180000000000.0 167592000000000.0 428322000000000.0 47513400000000.0 -2.02943e+32
M 0.4 1100.0 1.09111896 0.2 1.42818 1.66381 1.84642 2038.03 74.04 11475.882 0.22664136 1478180000000000.0 159001000000000.0 163636000000000.0 18152000000000.0 -2.0549e+32
M 0.4 1100.0 1.09111896 0.5 1.41901 1.64975 1.83009 1930.81 53.32 11258.775 0.22797626 319641000000000.0 136057000000000.0 35384500000000.0 3925180000000.0 -2.07798e+32
M 0.4 1100.0 1.09111896 1.0 1.41603 1.64525 1.82484 1892.73 41.01 11179.594 0.22840718 66850000000000.0 107106000000000.0 7400350000000.0 820915000000.0 -2.08548e+32
M 0.4 1100.0 1.09111896 2.0 1.41496 1.64367 1.82299 1880.51 33.58 11153.946 0.22856527 18476100000000.0 71783400000000.0 2045320000000.0 226886000000.0 -2.08817e+32
M 0.4 1100.0 1.09111896 5.0 1.41434 1.6427 1.82188 1870.73 21.83 11133.341 0.22865604 1209880000000.0 13172600000000.0 133935000000.0 14857300000.0 -2.08974e+32
