# %ECSV 1.0
# ---
# datatype:
# - {name: ST, datatype: string}
# - {name: WMF, datatype: float64}
# - {name: T_eq, datatype: float64}
# - {name: M_p, datatype: float64}
# - {name: Age, datatype: float64}
# - {name: R_b, datatype: float64}
# - {name: R_20mbar, datatype: float64}
# - {name: R_1mibar, datatype: float64}
# - {name: T_b, datatype: float64}
# - {name: T_int, datatype: float64}
# - {name: s_env, datatype: float64}
# - {name: I/MR^2, datatype: float64}
# - {name: L_env, datatype: float64}
# - {name: L_rad, datatype: float64}
# - {name: L_core, datatype: float64}
# - {name: L_grav, datatype: float64}
# - {name: u_tot, datatype: float64}
# meta: !!omap
# - comments: [Evolutionary tracks from the Steam Worlds Evolution Extended in Temperature model (Aguichine+2025), '', 'Model summary:',
#     'Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)', Pure H2O envelope and pure H2O atmosphere
#       connected at P_b = 1000 bar, '', 'Parameters:', 'ST: Stellar Type (M or G), for radiative transfer in the atmosphere', 'WMF: Water
#       Mass Fraction, between 0.001 and 1', 'T_eq: Equilibrium temperature (K), between 500 K and 700 K', 'M_p: Planet mass (M_e), between
#       0.2 M_E and 20.0 M_E', 'Age: Host star age (Gyr), between 0.001 Gyr and 20 Gyr, assuming the planet formed at t_0 = 1 Myr (can
#       be adjusted)', '', 'Model outputs:', 'R_b: Planet radius (R_E) at 1000 bar', 'R_20mbar : Planet radius (R_E) at 20 mbar, pressure
#       level where pure steam is opaque at 1 micron', 'R_1mibar : Planet radius (R_E) at 1 microbar (0.1 Pa), pressure level of aerosols/haze
#       formation', 'T_b: Temperature (K) at 1000 bar)', 'T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K',
#     's_env: Specific entropy of H2O in the envelope (in J/K/kg)', 'I/MR^2: Normalized moment of inertia', '', 'Sources of energy for
#       the cooling, expressed as luminosities (in W):', 'L_env: energy from the H2O envelope (thermal + gravitational)', 'L_rad: radiogenic
#       heat produced in the core', 'L_core: thermal energy of the core', 'L_grav: gravitational energy of the core', 'u_tot: total energy
#       of the planet, obtained by fully integrating thermal (cp*T*dm) and gravitational energy', '', '', 'By construction:', L_env +
#       L_rad + L_core + L_grav = L_int = (4 * Pi * R_p**2) * (sigma_SB * T_int**4), d u_tot / d t = -L_int + L_rad, '', 'NB: The last
#       line of each track represents an estimate of the time until "full exhaustion".', '########################################################################################################',
#     ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot]
# schema: astropy-2.0
ST WMF T_eq M_p Age R_b R_20mbar R_1mibar T_b T_int s_env I/MR^2 L_env L_rad L_core L_grav u_tot
M 0.2 900.0 2.25767578 20.0 1.50049 1.61282 1.68887 1728.1 10.0 10823.784 0.24427 119.345 17206800000000.0 35.2666 3.70984 -9.20658e+32
M 0.2 900.0 2.87689978 0.001 1.83383 2.13419 2.23403 6563.86 1098.93 16520.0 0.19662 0.0 0.0 0.0 0.0 -1.17609e+33
M 0.2 900.0 2.87689978 0.0015 1.70756 1.88197 1.96049 3979.67 483.46 14346.431 0.22297 3.54521e+18 620908000000000.0 1.02073e+18 1.013e+17 -1.3014e+33
M 0.2 900.0 2.87689978 0.002 1.68736 1.8451 1.92096 3616.56 399.21 13929.189 0.22718 1.60946e+18 620743000000000.0 4.63392e+17 4.59883e+16 -1.32144e+33
M 0.2 900.0 2.87689978 0.003 1.66981 1.81299 1.88708 3241.97 321.92 13451.211 0.23084 6.66208e+17 620411000000000.0 1.91813e+17 1.90361e+16 -1.33886e+33
M 0.2 900.0 2.87689978 0.005 1.65494 1.78725 1.85997 2954.34 262.31 13045.636 0.23395 2.88545e+17 619750000000000.0 8.30772e+16 8244820000000000.0 -1.35362e+33
M 0.2 900.0 2.87689978 0.01 1.63994 1.76227 1.83361 2688.36 206.96 12636.69 0.237075 1.09702e+17 618101000000000.0 3.1585e+16 3134590000000000.0 -1.3685e+33
M 0.2 900.0 2.87689978 0.02 1.62832 1.74359 1.81392 2448.8 164.46 12237.545 0.23950391 4.2795e+16 614804000000000.0 1.23214e+16 1222810000000000.0 -1.38004e+33
M 0.2 900.0 2.87689978 0.03 1.62267 1.73471 1.80456 2334.21 144.66 12035.433 0.24067909 2.52899e+16 611540000000000.0 7281400000000000.0 722627000000000.0 -1.38564e+33
M 0.2 900.0 2.87689978 0.05 1.61643 1.72505 1.79436 2212.46 123.59 11812.168 0.24197918 1.31785e+16 605074000000000.0 3794310000000000.0 376558000000000.0 -1.39184e+33
M 0.2 900.0 2.87689978 0.1 1.60905 1.71441 1.78309 2074.19 101.59 11547.263 0.2435261 5724130000000000.0 589196000000000.0 1648080000000000.0 163560000000000.0 -1.39916e+33
M 0.2 900.0 2.87689978 0.2 1.60302 1.70596 1.77411 1947.93 81.88 11294.004 0.24477658 2169130000000000.0 558749000000000.0 624529000000000.0 61980000000000.0 -1.40514e+33
M 0.2 900.0 2.87689978 0.5 1.59738 1.69847 1.76613 1838.63 62.99 11065.174 0.24595844 548428000000000.0 477579000000000.0 157902000000000.0 15670600000000.0 -1.41074e+33
M 0.2 900.0 2.87689978 1.0 1.59505 1.69542 1.76287 1788.9 51.99 10957.846 0.24644554 146079000000000.0 371147000000000.0 42058700000000.0 4174030000000.0 -1.41305e+33
M 0.2 900.0 2.87689978 2.0 1.59373 1.69373 1.76108 1763.41 43.99 10902.047 0.24672067 53144100000000.0 229097000000000.0 15301100000000.0 1518520000000.0 -1.41437e+33
M 0.2 900.0 2.87689978 5.0 1.59221 1.69184 1.75905 1737.51 30.03 10844.752 0.24703401 17847300000000.0 55001700000000.0 5138550000000.0 509964000000.0 -1.41587e+33
M 0.2 900.0 2.87689978 10.0 1.59201 1.69158 1.75877 1733.79 22.78 10836.46 0.24707877 10814700000000.0 42710000000000.0 3113740000000.0 309016000000.0 -1.41608e+33
M 0.2 900.0 2.87689978 20.0 1.59174 1.69125 1.75842 1729.19 10.0 10826.2 0.24714 456.379 35379600000000.0 131.399 13.0404 -1.41634e+33
M 0.2 900.0 3.66596142 0.001 1.91658 2.17335 2.25809 6563.86 1139.41 16520.0 0.20321 0.0 0.0 0.0 0.0 -1.86677e+33
M 0.2 900.0 3.66596142 0.0015 1.79978 1.95274 2.02108 3992.82 503.47 14360.792 0.22702 4.65509e+18 791208000000000.0 1.31368e+18 1.28303e+17 -2.02562e+33
M 0.2 900.0 3.66596142 0.002 1.78038 1.91919 1.98555 3622.33 414.71 13936.157 0.23097 2.09855e+18 790996000000000.0 5.92216e+17 5.78402e+16 -2.052e+33
M 0.2 900.0 3.66596142 0.003 1.76352 1.88979 1.95463 3255.98 335.38 13470.063 0.23441 8.79608e+17 790571000000000.0 2.48227e+17 2.42437e+16 -2.07494e+33
M 0.2 900.0 3.66596142 0.005 1.74933 1.86582 1.92943 2962.22 272.94 13057.244 0.2373 3.79793e+17 789731000000000.0 1.07179e+17 1.04679e+16 -2.09424e+33
M 0.2 900.0 3.66596142 0.01 1.73503 1.84257 1.90495 2691.31 215.13 12641.432 0.24021667 1.441e+17 787630000000000.0 4.06652e+16 3971670000000000.0 -2.11368e+33
M 0.2 900.0 3.66596142 0.02 1.72383 1.82509 1.88654 2460.21 171.71 12257.258 0.2425013 5.73062e+16 783428000000000.0 1.61719e+16 1579470000000000.0 -2.12891e+33
M 0.2 900.0 3.66596142 0.03 1.71834 1.81675 1.87774 2344.07 151.19 12053.116 0.24361636 3.40222e+16 779269000000000.0 9601140000000000.0 937720000000000.0 -2.13638e+33
M 0.2 900.0 3.66596142 0.05 1.71223 1.8076 1.8681 2220.13 129.25 11826.503 0.2448637 1.77993e+16 771024000000000.0 5023000000000000.0 490584000000000.0 -2.14468e+33
M 0.2 900.0 3.66596142 0.1 1.7051 1.79741 1.85733 2077.62 105.42 11553.997 0.24631808 7501210000000000.0 750716000000000.0 2116860000000000.0 206748000000000.0 -2.15439e+33
M 0.2 900.0 3.66596142 0.2 1.69941 1.78959 1.84905 1952.37 85.2 11303.105 0.24747828 2890320000000000.0 712069000000000.0 815654000000000.0 79662900000000.0 -2.16212e+33
M 0.2 900.0 3.66596142 0.5 1.69398 1.7825 1.84151 1842.35 65.65 11073.114 0.24858259 751238000000000.0 608739000000000.0 212001000000000.0 20705600000000.0 -2.16951e+33
M 0.2 900.0 3.66596142 1.0 1.69154 1.77939 1.83821 1792.32 54.28 10965.307 0.24908153 215891000000000.0 472517000000000.0 60924800000000.0 5950380000000.0 -2.17283e+33
M 0.2 900.0 3.66596142 2.0 1.69022 1.77773 1.83646 1762.73 44.86 10900.548 0.24935204 58488000000000.0 290136000000000.0 16505500000000.0 1612050000000.0 -2.17463e+33
M 0.2 900.0 3.66596142 5.0 1.68903 1.77628 1.83493 1738.79 31.05 10847.597 0.24959508 22487500000000.0 73534000000000.0 6346030000000.0 619801000000.0 -2.17624e+33
M 0.2 900.0 3.66596142 10.0 1.68869 1.77587 1.83449 1730.94 15.5 10830.106 0.24966 5162610000000.0 19909800000000.0 1456900000000.0 142292000000.0 -2.1767e+33
M 0.2 900.0 3.66596142 20.0 1.68869 1.77586 1.83449 1730.25 10.0 10828.576 0.24966 218.378 11519000000000.0 61.627 6.01892 -2.1767e+33
M 0.2 900.0 4.67144294 0.001 2.00713 2.2294 2.30218 6563.86 1179.59 16520.0 0.20923 0.0 0.0 0.0 0.0 -2.94079e+33
M 0.2 900.0 4.67144294 0.0015 1.89856 2.03155 2.09056 4006.03 524.11 14375.167 0.23071 6.10025e+18 1008220000000000.0 1.69243e+18 1.74457e+17 -3.14335e+33
M 0.2 900.0 4.67144294 0.002 1.88001 2.00106 2.0586 3630.06 431.32 13945.457 0.23438 2.74587e+18 1007950000000000.0 7.61806e+17 7.85276e+16 -3.17796e+33
M 0.2 900.0 4.67144294 0.003 1.86374 1.97449 2.03089 3278.16 351.01 13499.746 0.237602 1.18207e+18 1007410000000000.0 3.2795e+17 3.38054e+16 -3.20833e+33
M 0.2 900.0 4.67144294 0.005 1.84982 1.95217 2.00766 2976.08 285.17 13077.583 0.24035444 5.07416e+17 1006330000000000.0 1.40776e+17 1.45113e+16 -3.2343e+33
M 0.2 900.0 4.67144294 0.01 1.83589 1.9306 1.98519 2699.89 224.74 12655.142 0.24311 1.92689e+17 1003650000000000.0 5.34591e+16 5510600000000000.0 -3.26029e+33
M 0.2 900.0 4.67144294 0.02 1.82492 1.91425 1.96814 2474.9 179.73 12282.546 0.24527711 7.73432e+16 998303000000000.0 2.14579e+16 2211890000000000.0 -3.28075e+33
M 0.2 900.0 4.67144294 0.03 1.81951 1.90642 1.95999 2355.93 158.22 12074.331 0.24635 4.59159e+16 992999000000000.0 1.27388e+16 1313120000000000.0 -3.29084e+33
M 0.2 900.0 4.67144294 0.05 1.81351 1.89784 1.95104 2229.15 135.25 11843.304 0.24753857 2.4046e+16 982493000000000.0 6671240000000000.0 687677000000000.0 -3.30204e+33
M 0.2 900.0 4.67144294 0.1 1.80665 1.88821 1.941 2076.54 108.56 11551.88 0.24889724 9492730000000000.0 956671000000000.0 2633630000000000.0 271477000000000.0 -3.31484e+33
M 0.2 900.0 4.67144294 0.2 1.80122 1.88109 1.93354 1959.91 89.15 11318.522 0.24996711 3943090000000000.0 907179000000000.0 1093960000000000.0 112766000000000.0 -3.32496e+33
M 0.2 900.0 4.67144294 0.5 1.79605 1.87449 1.92664 1843.3 67.84 11075.134 0.25098678 971974000000000.0 775133000000000.0 269661000000000.0 27796900000000.0 -3.33461e+33
M 0.2 900.0 4.67144294 1.0 1.79385 1.87175 1.92376 1793.13 56.0 10967.069 0.2514235 276639000000000.0 603538000000000.0 76749800000000.0 7911430000000.0 -3.33873e+33
M 0.2 900.0 4.67144294 2.0 1.79248 1.87009 1.92202 1764.93 46.91 10905.395 0.25169533 97552300000000.0 367765000000000.0 27064600000000.0 2789840000000.0 -3.34128e+33
M 0.2 900.0 4.67144294 5.0 1.79123 1.86859 1.92044 1739.63 31.82 10849.465 0.25194229 28026000000000.0 93350100000000.0 7775430000000.0 801498000000.0 -3.34361e+33
M 0.2 900.0 4.67144294 10.0 1.79099 1.8683 1.92014 1734.61 22.68 10838.282 0.25198853 14298000000000.0 52060600000000.0 3966790000000.0 408900000000.0 -3.34405e+33
M 0.2 900.0 4.67144294 20.0 1.79087 1.86815 1.91998 1731.22 10.0 10830.729 0.25201 603.371 38758300000000.0 167.397 17.2555 -3.34427e+33
M 0.2 900.0 5.95270288 0.001 2.10645 2.29802 2.36029 6563.86 1220.13 16520.0 0.21429 0.0 0.0 0.0 0.0 -4.60316e+33
M 0.2 900.0 5.95270288 0.0015 2.00286 2.11998 2.17154 4019.29 545.14 14389.557 0.23412 7.96709e+18 1284740000000000.0 2.18244e+18 2.26589e+17 -4.86774e+33
M 0.2 900.0 5.95270288 0.002 1.98529 2.09176 2.14202 3641.68 449.31 13959.417 0.23748667 3.61538e+18 1284400000000000.0 9.90367e+17 1.02824e+17 -4.91263e+33
M 0.2 900.0 5.95270288 0.003 1.96945 2.06679 2.11597 3296.45 366.22 13524.079 0.24052 1.56816e+18 1283720000000000.0 4.29569e+17 4.45994e+16 -4.95307e+33
M 0.2 900.0 5.95270288 0.005 1.95601 2.04573 2.09409 2984.04 296.42 13089.218 0.24309333 6.64143e+17 1282340000000000.0 1.8193e+17 1.88886e+16 -4.98741e+33
M 0.2 900.0 5.95270288 0.01 1.9427 2.0256 2.07315 2702.17 233.24 12658.788 0.24563696 2.5093e+17 1278930000000000.0 6.87376e+16 7136590000000000.0 -5.02139e+33
M 0.2 900.0 5.95270288 0.02 1.93222 2.0103 2.05722 2482.57 186.73 12295.708 0.24765043 1.01307e+17 1272110000000000.0 2.77511e+16 2881220000000000.0 -5.04817e+33
M 0.2 900.0 5.95270288 0.03 1.92701 2.00297 2.0496 2362.45 164.5 12085.933 0.2486424 6.03591e+16 1265350000000000.0 1.65343e+16 1716650000000000.0 -5.06146e+33
M 0.2 900.0 5.95270288 0.05 1.92122 1.99492 2.04121 2234.03 140.69 11852.394 0.24975255 3.17084e+16 1251960000000000.0 8685950000000000.0 901807000000000.0 -5.07626e+33
M 0.2 900.0 5.95270288 0.1 1.91449 1.9859 2.03188 2090.59 114.5 11579.349 0.25103854 1.33072e+16 1219140000000000.0 3645250000000000.0 378463000000000.0 -5.09343e+33
M 0.2 900.0 5.95270288 0.2 1.90887 1.97879 2.02452 1970.09 93.77 11339.268 0.25211559 5502050000000000.0 1156230000000000.0 1507190000000000.0 156481000000000.0 -5.1078e+33
M 0.2 900.0 5.95270288 0.5 1.90345 1.97212 2.0176 1846.36 70.71 11081.66 0.25315323 1314350000000000.0 987613000000000.0 360042000000000.0 37380900000000.0 -5.12163e+33
M 0.2 900.0 5.95270288 1.0 1.90122 1.96943 2.01481 1795.27 58.45 10971.721 0.25358276 397313000000000.0 770439000000000.0 108837000000000.0 11299800000000.0 -5.12734e+33
M 0.2 900.0 5.95270288 2.0 1.89968 1.96765 2.01296 1767.11 49.29 10910.186 0.2538767 158398000000000.0 461174000000000.0 43390100000000.0 4504920000000.0 -5.13126e+33
M 0.2 900.0 5.95270288 5.0 1.89903 1.96681 2.0121 1739.26 31.27 10848.647 0.25399964 15300700000000.0 127028000000000.0 4191350000000.0 435161000000.0 -5.13291e+33
M 0.2 900.0 5.95270288 10.0 1.89889 1.96664 2.01192 1734.91 22.19 10838.958 0.25402827 8979680000000.0 67155100000000.0 2459820000000.0 255388000000.0 -5.13328e+33
M 0.2 900.0 5.95270288 20.0 1.89878 1.96651 2.01178 1732.17 10.0 10832.857 0.25405 378.941 45261700000000.0 103.804 10.7773 -5.13357e+33
M 0.2 900.0 7.58538038 0.001 2.21138 2.37714 2.43062 6563.86 1261.43 16520.0 0.21921 0.0 0.0 0.0 0.0 -7.18036e+33
M 0.2 900.0 7.58538038 0.0015 2.1136 2.2162 2.26093 4045.99 570.46 14418.379 0.23723 1.06434e+19 1637120000000000.0 2.87896e+18 3.32157e+17 -7.52427e+33
M 0.2 900.0 7.58538038 0.002 2.0965 2.18981 2.23356 3653.35 467.92 13973.391 0.24038333 4.74398e+18 1636680000000000.0 1.28322e+18 1.4805e+17 -7.58441e+33
M 0.2 900.0 7.58538038 0.003 2.08126 2.16694 2.20987 3319.51 382.94 13554.558 0.2431925 2.09461e+18 1635810000000000.0 5.66578e+17 6.53684e+16 -7.63801e+33
M 0.2 900.0 7.58538038 0.005 2.06818 2.1473 2.18963 3000.04 309.79 13112.519 0.24560222 8.86106e+17 1634060000000000.0 2.39686e+17 2.76536e+16 -7.68403e+33
M 0.2 900.0 7.58538038 0.01 2.05519 2.12843 2.17016 2711.5 243.53 12673.665 0.24799391 3.33932e+17 1629710000000000.0 9.03264e+16 1.04213e+16 -7.72972e+33
M 0.2 900.0 7.58538038 0.02 2.04497 2.114 2.15526 2496.77 195.13 12319.959 0.24988023 1.35404e+17 1621010000000000.0 3.6626e+16 4225690000000000.0 -7.76564e+33
M 0.2 900.0 7.58538038 0.03 2.0399 2.10711 2.14816 2373.59 171.78 12105.747 0.25081681 8.05104e+16 1612400000000000.0 2.17776e+16 2512570000000000.0 -7.78351e+33
M 0.2 900.0 7.58538038 0.05 2.03424 2.09953 2.14034 2242.19 146.83 11867.535 0.251856 4.22414e+16 1595330000000000.0 1.1426e+16 1318270000000000.0 -7.80338e+33
M 0.2 900.0 7.58538038 0.1 2.02771 2.09088 2.1314 2096.48 119.18 11590.838 0.25305898 1.75814e+16 1553460000000000.0 4755650000000000.0 548679000000000.0 -7.82639e+33
M 0.2 900.0 7.58538038 0.2 2.0223 2.08414 2.12443 1976.62 97.9 11352.555 0.25405707 7391780000000000.0 1473670000000000.0 1999430000000000.0 230683000000000.0 -7.84541e+33
M 0.2 900.0 7.58538038 0.5 2.017 2.07767 2.11774 1850.39 73.6 11090.238 0.25503229 1767630000000000.0 1259630000000000.0 478133000000000.0 55164100000000.0 -7.86405e+33
M 0.2 900.0 7.58538038 1.0 2.0148 2.07504 2.11502 1794.61 60.04 10970.282 0.25543709 477687000000000.0 976052000000000.0 129211000000000.0 14907600000000.0 -7.87179e+33
M 0.2 900.0 7.58538038 2.0 2.0135 2.07354 2.11346 1768.06 50.97 10912.277 0.25567904 193213000000000.0 597777000000000.0 52262900000000.0 6029790000000.0 -7.87635e+33
M 0.2 900.0 7.58538038 5.0 2.01234 2.07219 2.11205 1741.06 33.74 10852.648 0.2558881 46432200000000.0 149639000000000.0 12559600000000.0 1449050000000.0 -7.8804e+33
M 0.2 900.0 7.58538038 10.0 2.01203 2.07184 2.11169 1735.3 22.11 10839.841 0.25594672 20518500000000.0 57815100000000.0 5550120000000.0 640341000000.0 -7.8815e+33
M 0.2 900.0 7.58538038 20.0 2.01193 2.07172 2.11157 1733.07 10.0 10834.854 0.25597 865.875 35046300000000.0 234.214 27.0223 -7.88187e+33
M 0.2 900.0 9.66586048 0.001 2.32171 2.46563 2.51168 6563.86 1303.62 16520.0 0.22401 0.0 0.0 0.0 0.0 -1.11847e+34
M 0.2 900.0 9.66586048 0.0015 2.23105 2.32095 2.35987 4059.43 592.87 14432.812 0.24002 1.39028e+19 2086140000000000.0 3.7311e+18 3.73898e+17 -1.16209e+34
M 0.2 900.0 9.66586048 0.002 2.21454 2.29616 2.33419 3663.12 486.55 13985.046 0.242935 6.21785e+18 2085580000000000.0 1.66868e+18 1.67221e+17 -1.17004e+34
M 0.2 900.0 9.66586048 0.003 2.1998 2.27478 2.31205 3342.78 400.38 13585.106 0.24554 2.81432e+18 2084470000000000.0 7.55279e+17 7.56874e+16 -1.17713e+34
M 0.2 900.0 9.66586048 0.005 2.18697 2.2561 2.29281 3017.15 323.92 13137.322 0.2478 1.18997e+18 2082240000000000.0 3.19353e+17 3.20028e+16 -1.1833e+34
M 0.2 900.0 9.66586048 0.01 2.17421 2.23819 2.27441 2722.27 254.56 12690.768 0.25005957 4.48403e+17 2076700000000000.0 1.20338e+17 1.20592e+16 -1.18944e+34
M 0.2 900.0 9.66586048 0.02 2.16416 2.22449 2.26037 2508.19 204.07 12339.387 0.25182778 1.82911e+17 2065670000000000.0 4.90878e+16 4919150000000000.0 -1.19428e+34
M 0.2 900.0 9.66586048 0.03 2.15913 2.21792 2.25363 2387.67 179.94 12130.669 0.25272403 1.09206e+17 2054630000000000.0 2.93075e+16 2936940000000000.0 -1.1967e+34
M 0.2 900.0 9.66586048 0.05 2.15351 2.21067 2.24621 2254.3 154.0 11889.92 0.25371582 5.76567e+16 2032880000000000.0 1.54733e+16 1550600000000000.0 -1.1994e+34
M 0.2 900.0 9.66586048 0.1 2.14695 2.20232 2.23765 2106.03 125.12 11609.387 0.25486907 2.41839e+16 1979620000000000.0 6490240000000000.0 650394000000000.0 -1.20256e+34
M 0.2 900.0 9.66586048 0.2 2.14157 2.1957 2.23086 1978.87 101.49 11357.13 0.25582155 9643580000000000.0 1877280000000000.0 2588050000000000.0 259351000000000.0 -1.20515e+34
M 0.2 900.0 9.66586048 0.5 2.13637 2.18953 2.22453 1853.56 76.62 11096.988 0.25673496 2383740000000000.0 1608270000000000.0 639725000000000.0 64107500000000.0 -1.20765e+34
M 0.2 900.0 9.66586048 1.0 2.13381 2.18662 2.22153 1803.04 64.06 10988.594 0.25719041 834496000000000.0 1239700000000000.0 223954000000000.0 22442700000000.0 -1.20888e+34
M 0.2 900.0 9.66586048 2.0 2.1323 2.1849 2.21976 1769.79 52.84 10916.073 0.25745513 267254000000000.0 758565000000000.0 71723000000000.0 7187440000000.0 -1.20961e+34
M 0.2 900.0 9.66586048 5.0 2.13145 2.1839 2.21874 1742.08 35.1 10854.908 0.25760723 46167400000000.0 218751000000000.0 12389900000000.0 1241610000000.0 -1.21002e+34
M 0.2 900.0 9.66586048 10.0 2.13119 2.18361 2.21844 1735.52 21.01 10840.315 0.25765 21207000000000.0 64217600000000.0 5691330000000.0 570334000000.0 -1.21014e+34
M 0.2 900.0 9.66586048 20.0 2.13119 2.1836 2.21843 1733.94 10.0 10836.789 0.25765 894.934 41227400000000.0 240.174 24.068 -1.21014e+34
M 0.2 900.0 12.31696422 0.001 2.4396 2.56364 2.60303 6563.86 1346.93 16520.0 0.22817 0.0 0.0 0.0 0.0 -1.73629e+34
M 0.2 900.0 12.31696422 0.0015 2.35398 2.43283 2.46674 4072.93 617.25 14447.259 0.24261 1.8259e+19 2658320000000000.0 4.85224e+18 4.61601e+17 -1.79304e+34
M 0.2 900.0 12.31696422 0.002 2.33803 2.40992 2.44314 3680.78 507.93 14006.048 0.24531 8.25658e+18 2657600000000000.0 2.19415e+18 2.08732e+17 -1.80361e+34
M 0.2 900.0 12.31696422 0.003 2.32379 2.38996 2.4226 3356.32 418.18 13602.787 0.247706 3.75042e+18 2656190000000000.0 9.96656e+17 9.48132e+16 -1.81305e+34
M 0.2 900.0 12.31696422 0.005 2.31113 2.3723 2.40451 3037.71 339.22 13166.93 0.249845 1.60361e+18 2653340000000000.0 4.26153e+17 4.05405e+16 -1.82144e+34
M 0.2 900.0 12.31696422 0.01 2.29861 2.3552 2.387 2735.2 266.39 12711.234 0.25195727 6.02897e+17 2646270000000000.0 1.60217e+17 1.52416e+16 -1.82974e+34
M 0.2 900.0 12.31696422 0.02 2.28877 2.34206 2.37356 2516.35 213.56 12353.224 0.25362057 2.46243e+17 2632230000000000.0 6.54379e+16 6225200000000000.0 -1.83627e+34
M 0.2 900.0 12.31696422 0.03 2.28381 2.33566 2.36699 2403.04 188.62 12157.746 0.2544526 1.48091e+17 2618180000000000.0 3.93543e+16 3743830000000000.0 -1.83955e+34
M 0.2 900.0 12.31696422 0.05 2.27822 2.32863 2.3598 2268.79 161.87 11916.583 0.2553991 7.91364e+16 2590450000000000.0 2.10301e+16 2000620000000000.0 -1.84326e+34
M 0.2 900.0 12.31696422 0.1 2.27162 2.32042 2.35139 2117.9 131.77 11632.38 0.25651019 3.3545e+16 2522550000000000.0 8914430000000000.0 848042000000000.0 -1.84763e+34
M 0.2 900.0 12.31696422 0.2 2.26625 2.31381 2.34461 1978.14 104.61 11355.634 0.25742011 1.2216e+16 2391250000000000.0 3246340000000000.0 308828000000000.0 -1.85119e+34
M 0.2 900.0 12.31696422 0.5 2.26141 2.30816 2.33883 1864.55 81.59 11120.286 0.25823412 3638380000000000.0 2045860000000000.0 966881000000000.0 91980700000000.0 -1.8544e+34
M 0.2 900.0 12.31696422 1.0 2.25897 2.30534 2.33593 1796.92 64.11 10975.3 0.2586444 810406000000000.0 1573920000000000.0 215361000000000.0 20487600000000.0 -1.85601e+34
M 0.2 900.0 12.31696422 2.0 2.25792 2.30414 2.3347 1770.39 54.45 10917.378 0.25882044 322761000000000.0 987338000000000.0 85772100000000.0 8159610000000.0 -1.85671e+34
M 0.2 900.0 12.31696422 5.0 2.25684 2.30292 2.33345 1743.51 37.22 10858.08 0.25900725 69252200000000.0 275027000000000.0 18403400000000.0 1750740000000.0 -1.85743e+34
M 0.2 900.0 12.31696422 10.0 2.25631 2.30235 2.33287 1738.6 30.55 10847.163 0.25909 63369700000000.0 71709800000000.0 16840200000000.0 1602030000000.0 -1.85778e+34
M 0.2 900.0 12.31696422 20.0 2.25631 2.30235 2.33287 1738.6 30.55 10847.163 0.25909 2674.2 45573800000000.0 710.652 67.6055 -1.85778e+34
M 0.2 900.0 15.69519941 0.001 2.56578 2.67407 2.70816 6563.86 1390.39 16520.0 0.23156 0.0 0.0 0.0 0.0 -2.68947e+34
M 0.2 900.0 15.69519941 0.0015 2.48355 2.55226 2.58159 4100.11 647.48 14476.197 0.24486 2.4652e+19 3387430000000000.0 6.49765e+18 6.15195e+17 -2.76503e+34
M 0.2 900.0 15.69519941 0.002 2.46781 2.5305 2.55921 3704.52 532.01 14034.102 0.2474 1.10909e+19 3386520000000000.0 2.92329e+18 2.76776e+17 -2.7795e+34
M 0.2 900.0 15.69519941 0.003 2.45395 2.51156 2.53984 3362.6 434.79 13610.956 0.249642 4.89618e+18 3384710000000000.0 1.29051e+18 1.22185e+17 -2.79223e+34
M 0.2 900.0 15.69519941 0.005 2.44179 2.49522 2.52317 3054.84 354.31 13191.47 0.25161333 2.13422e+18 3381090000000000.0 5.62528e+17 5.32599e+16 -2.80341e+34
M 0.2 900.0 15.69519941 0.01 2.42956 2.47909 2.50674 2748.42 278.75 12732.063 0.25358591 8.09179e+17 3372090000000000.0 2.13279e+17 2.01932e+16 -2.81464e+34
M 0.2 900.0 15.69519941 0.02 2.41989 2.46658 2.494 2525.32 223.63 12368.391 0.25515415 3.31583e+17 3354180000000000.0 8.73971e+16 8274720000000000.0 -2.82354e+34
M 0.2 900.0 15.69519941 0.03 2.41502 2.46039 2.48769 2416.74 197.33 12181.771 0.25593915 1.98821e+17 3336270000000000.0 5.24044e+16 4961620000000000.0 -2.82801e+34
M 0.2 900.0 15.69519941 0.05 2.40953 2.45368 2.48086 2278.75 169.12 11934.859 0.25682783 1.05765e+17 3300910000000000.0 2.7877e+16 2639380000000000.0 -2.83305e+34
M 0.2 900.0 15.69519941 0.1 2.40311 2.44589 2.47292 2124.47 137.53 11645.043 0.25786582 4.47451e+16 3214370000000000.0 1.17937e+16 1116620000000000.0 -2.83896e+34
M 0.2 900.0 15.69519941 0.2 2.39769 2.43947 2.46638 2004.19 113.19 11408.265 0.25874243 1.92424e+16 3048950000000000.0 5071820000000000.0 480197000000000.0 -2.84394e+34
M 0.2 900.0 15.69519941 0.5 2.39214 2.43312 2.45991 1867.92 84.9 11127.408 0.25963926 4852960000000000.0 2597280000000000.0 1279120000000000.0 121107000000000.0 -2.84903e+34
M 0.2 900.0 15.69519941 1.0 2.38982 2.43048 2.45722 1804.92 68.74 10992.672 0.26001278 1442600000000000.0 2007590000000000.0 380234000000000.0 36000300000000.0 -2.85117e+34
