# %ECSV 0.9
# ---
# datatype:
# - name: metallicity_solar
#   datatype: float64
# - name: age_Gyr
#   datatype: float64
# - name: F_inc_oplus
#   datatype: float64
# - name: Mass_oplus
#   datatype: float64
# - name: f_env_pc
#   datatype: float64
# - name: R_oplus
#   datatype: float64
# schema: astropy-2.0
metallicity_solar age_Gyr F_inc_oplus Mass_oplus f_env_pc R_oplus
50.0 1.0 1000.0 40.0 10.0 4.341428571428572
50.0 1.0 1000.0 40.0 20.0 5.368571428571428
50.0 1.0 1000.0 40.0 100.0 13.585714285714285
50.0 10.0 0.1 1.0 0.01 1.08
50.0 10.0 0.1 1.0 0.02 1.1
50.0 10.0 0.1 1.0 0.05 1.13
50.0 10.0 0.1 1.0 0.1 1.17
50.0 10.0 0.1 1.0 0.2 1.24
50.0 10.0 0.1 1.0 0.5 1.37
50.0 10.0 0.1 1.0 1.0 1.53
50.0 10.0 0.1 1.0 2.0 1.75
50.0 10.0 0.1 1.0 5.0 2.32
50.0 10.0 0.1 1.0 10.0 2.97
50.0 10.0 0.1 1.0 20.0 4.14
50.0 10.0 0.1 1.0 100.0 13.499999999999993
50.0 10.0 0.1 1.5 0.01 1.19
50.0 10.0 0.1 1.5 0.02 1.2
50.0 10.0 0.1 1.5 0.05 1.23
50.0 10.0 0.1 1.5 0.1 1.27
50.0 10.0 0.1 1.5 0.2 1.34
50.0 10.0 0.1 1.5 0.5 1.46
50.0 10.0 0.1 1.5 1.0 1.61
50.0 10.0 0.1 1.5 2.0 1.82
50.0 10.0 0.1 1.5 5.0 2.33
50.0 10.0 0.1 1.5 10.0 3.04
50.0 10.0 0.1 1.5 20.0 4.05
50.0 10.0 0.1 1.5 100.0 12.129999999999994
50.0 10.0 0.1 2.4 0.01 1.32
50.0 10.0 0.1 2.4 0.02 1.34
50.0 10.0 0.1 2.4 0.05 1.37
50.0 10.0 0.1 2.4 0.1 1.4
50.0 10.0 0.1 2.4 0.2 1.47
50.0 10.0 0.1 2.4 0.5 1.57
50.0 10.0 0.1 2.4 1.0 1.71
50.0 10.0 0.1 2.4 2.0 1.92
50.0 10.0 0.1 2.4 5.0 2.4
50.0 10.0 0.1 2.4 10.0 3.07
50.0 10.0 0.1 2.4 20.0 4.13
50.0 10.0 0.1 2.4 100.0 12.609999999999996
50.0 10.0 0.1 3.6 0.01 1.45
50.0 10.0 0.1 3.6 0.02 1.47
50.0 10.0 0.1 3.6 0.05 1.49
50.0 10.0 0.1 3.6 0.1 1.53
50.0 10.0 0.1 3.6 0.2 1.59
50.0 10.0 0.1 3.6 0.5 1.7
50.0 10.0 0.1 3.6 1.0 1.83
50.0 10.0 0.1 3.6 2.0 2.01
50.0 10.0 0.1 3.6 5.0 2.49
50.0 10.0 0.1 3.6 10.0 3.12
50.0 10.0 0.1 3.6 20.0 4.23
50.0 10.0 0.1 3.6 100.0 13.109999999999998
50.0 10.0 0.1 5.5 0.01 1.6
50.0 10.0 0.1 5.5 0.02 1.62
50.0 10.0 0.1 5.5 0.05 1.64
50.0 10.0 0.1 5.5 0.1 1.67
50.0 10.0 0.1 5.5 0.2 1.76
50.0 10.0 0.1 5.5 0.5 1.85
50.0 10.0 0.1 5.5 1.0 1.97
50.0 10.0 0.1 5.5 2.0 2.16
50.0 10.0 0.1 5.5 5.0 2.59
50.0 10.0 0.1 5.5 10.0 3.22
50.0 10.0 0.1 5.5 20.0 4.27
50.0 10.0 0.1 5.5 100.0 12.669999999999982
50.0 10.0 0.1 8.5 0.01 1.77
50.0 10.0 0.1 8.5 0.02 1.78
50.0 10.0 0.1 8.5 0.05 1.8
50.0 10.0 0.1 8.5 0.1 1.84
50.0 10.0 0.1 8.5 0.2 1.88
50.0 10.0 0.1 8.5 0.5 2.02
50.0 10.0 0.1 8.5 1.0 2.14
50.0 10.0 0.1 8.5 2.0 2.32
50.0 10.0 0.1 8.5 5.0 2.75
50.0 10.0 0.1 8.5 10.0 3.34
50.0 10.0 0.1 8.5 20.0 4.37
50.0 10.0 0.1 8.5 100.0 12.610000000000003
50.0 10.0 0.1 13.0 0.01 1.94
50.0 10.0 0.1 13.0 0.02 1.95
50.0 10.0 0.1 13.0 0.05 1.97
50.0 10.0 0.1 13.0 0.1 2.0
50.0 10.0 0.1 13.0 0.2 2.1
50.0 10.0 0.1 13.0 0.5 2.18
50.0 10.0 0.1 13.0 1.0 2.3
50.0 10.0 0.1 13.0 2.0 2.5
50.0 10.0 0.1 13.0 5.0 2.93
50.0 10.0 0.1 13.0 10.0 3.5
50.0 10.0 0.1 13.0 20.0 4.51
50.0 10.0 0.1 13.0 100.0 12.589999999999986
50.0 10.0 0.1 20.0 0.01 2.12
50.0 10.0 0.1 20.0 0.02 2.14
50.0 10.0 0.1 20.0 0.05 2.16
50.0 10.0 0.1 20.0 0.1 2.19
50.0 10.0 0.1 20.0 0.2 2.27
50.0 10.0 0.1 20.0 0.5 2.37
50.0 10.0 0.1 20.0 1.0 2.49
50.0 10.0 0.1 20.0 2.0 2.69
50.0 10.0 0.1 20.0 5.0 3.13
50.0 10.0 0.1 20.0 10.0 3.71
50.0 10.0 0.1 20.0 20.0 4.66
50.0 10.0 0.1 20.0 100.0 12.259999999999996
50.0 10.0 0.1 40.0 0.01 2.6342857142857157
50.0 10.0 0.1 40.0 0.02 2.6828571428571437
50.0 10.0 0.1 40.0 0.05 2.7028571428571437
50.0 10.0 0.1 40.0 0.1 2.7328571428571427
50.0 10.0 0.1 40.0 0.2 2.7557142857142862
50.0 10.0 0.1 40.0 0.5 2.912857142857143
50.0 10.0 0.1 40.0 1.0 3.032857142857144
50.0 10.0 0.1 40.0 2.0 3.2328571428571444
50.0 10.0 0.1 40.0 5.0 3.7014285714285693
50.0 10.0 0.1 40.0 10.0 4.310000000000001
50.0 10.0 0.1 40.0 20.0 5.0885714285714325
50.0 10.0 0.1 40.0 100.0 11.317142857142882
50.0 10.0 10.0 1.0 0.01 1.23
50.0 10.0 10.0 1.0 0.02 1.25
50.0 10.0 10.0 1.0 0.05 1.28
50.0 10.0 10.0 1.0 0.1 1.31
50.0 10.0 10.0 1.0 0.2 1.39
50.0 10.0 10.0 1.0 0.5 1.55
50.0 10.0 10.0 1.0 1.0 1.75
50.0 10.0 10.0 1.0 2.0 2.02
50.0 10.0 10.0 1.0 5.0 2.72
50.0 10.0 10.0 1.0 10.0 3.7
50.0 10.0 10.0 1.0 20.0 5.11
50.0 10.0 10.0 1.0 100.0 16.389999999999993
50.0 10.0 10.0 1.5 0.01 1.31
50.0 10.0 10.0 1.5 0.02 1.33
50.0 10.0 10.0 1.5 0.05 1.36
50.0 10.0 10.0 1.5 0.1 1.4
50.0 10.0 10.0 1.5 0.2 1.48
50.0 10.0 10.0 1.5 0.5 1.62
50.0 10.0 10.0 1.5 1.0 1.79
50.0 10.0 10.0 1.5 2.0 2.05
50.0 10.0 10.0 1.5 5.0 2.66
50.0 10.0 10.0 1.5 10.0 3.57
50.0 10.0 10.0 1.5 20.0 5.03
50.0 10.0 10.0 1.5 100.0 16.709999999999994
50.0 10.0 10.0 2.4 0.01 1.43
50.0 10.0 10.0 2.4 0.02 1.44
50.0 10.0 10.0 2.4 0.05 1.47
50.0 10.0 10.0 2.4 0.1 1.51
50.0 10.0 10.0 2.4 0.2 1.58
50.0 10.0 10.0 2.4 0.5 1.7
50.0 10.0 10.0 2.4 1.0 1.85
50.0 10.0 10.0 2.4 2.0 2.1
50.0 10.0 10.0 2.4 5.0 2.65
50.0 10.0 10.0 2.4 10.0 3.44
50.0 10.0 10.0 2.4 20.0 4.89
50.0 10.0 10.0 2.4 100.0 16.489999999999995
50.0 10.0 10.0 3.6 0.01 1.54
50.0 10.0 10.0 3.6 0.02 1.55
50.0 10.0 10.0 3.6 0.05 1.58
50.0 10.0 10.0 3.6 0.1 1.62
50.0 10.0 10.0 3.6 0.2 1.69
50.0 10.0 10.0 3.6 0.5 1.8
50.0 10.0 10.0 3.6 1.0 1.94
50.0 10.0 10.0 3.6 2.0 2.15
50.0 10.0 10.0 3.6 5.0 2.69
50.0 10.0 10.0 3.6 10.0 3.41
50.0 10.0 10.0 3.6 20.0 4.67
50.0 10.0 10.0 3.6 100.0 14.749999999999986
50.0 10.0 10.0 5.5 0.01 1.67
50.0 10.0 10.0 5.5 0.02 1.69
50.0 10.0 10.0 5.5 0.05 1.71
50.0 10.0 10.0 5.5 0.1 1.75
50.0 10.0 10.0 5.5 0.2 1.84
50.0 10.0 10.0 5.5 0.5 1.93
50.0 10.0 10.0 5.5 1.0 2.07
50.0 10.0 10.0 5.5 2.0 2.27
50.0 10.0 10.0 5.5 5.0 2.75
50.0 10.0 10.0 5.5 10.0 3.44
50.0 10.0 10.0 5.5 20.0 4.61
50.0 10.0 10.0 5.5 100.0 13.970000000000006
50.0 10.0 10.0 8.5 0.01 1.82
50.0 10.0 10.0 8.5 0.02 1.84
50.0 10.0 10.0 8.5 0.05 1.86
50.0 10.0 10.0 8.5 0.1 1.9
50.0 10.0 10.0 8.5 0.2 1.98
50.0 10.0 10.0 8.5 0.5 2.08
50.0 10.0 10.0 8.5 1.0 2.21
50.0 10.0 10.0 8.5 2.0 2.41
50.0 10.0 10.0 8.5 5.0 2.86
50.0 10.0 10.0 8.5 10.0 3.51
50.0 10.0 10.0 8.5 20.0 4.62
50.0 10.0 10.0 8.5 100.0 13.499999999999995
50.0 10.0 10.0 13.0 0.01 1.98
50.0 10.0 10.0 13.0 0.02 1.99
50.0 10.0 10.0 13.0 0.05 2.02
50.0 10.0 10.0 13.0 0.1 2.05
50.0 10.0 10.0 13.0 0.2 2.14
50.0 10.0 10.0 13.0 0.5 2.23
50.0 10.0 10.0 13.0 1.0 2.36
50.0 10.0 10.0 13.0 2.0 2.56
50.0 10.0 10.0 13.0 5.0 3.02
50.0 10.0 10.0 13.0 10.0 3.63
50.0 10.0 10.0 13.0 20.0 4.7
50.0 10.0 10.0 13.0 100.0 13.259999999999996
50.0 10.0 10.0 20.0 0.01 2.16
50.0 10.0 10.0 20.0 0.02 2.17
50.0 10.0 10.0 20.0 0.05 2.2
50.0 10.0 10.0 20.0 0.1 2.23
50.0 10.0 10.0 20.0 0.2 2.31
50.0 10.0 10.0 20.0 0.5 2.41
50.0 10.0 10.0 20.0 1.0 2.54
50.0 10.0 10.0 20.0 2.0 2.74
50.0 10.0 10.0 20.0 5.0 3.21
50.0 10.0 10.0 20.0 10.0 3.81
50.0 10.0 10.0 20.0 20.0 4.81
50.0 10.0 10.0 20.0 100.0 12.80999999999999
50.0 10.0 10.0 40.0 0.01 2.674285714285716
50.0 10.0 10.0 40.0 0.02 2.6842857142857146
50.0 10.0 10.0 40.0 0.05 2.7142857142857153
50.0 10.0 10.0 40.0 0.1 2.7442857142857147
50.0 10.0 10.0 40.0 0.2 2.7957142857142854
50.0 10.0 10.0 40.0 0.5 2.9242857142857144
50.0 10.0 10.0 40.0 1.0 3.0542857142857143
50.0 10.0 10.0 40.0 2.0 3.254285714285714
50.0 10.0 10.0 40.0 5.0 3.752857142857144
50.0 10.0 10.0 40.0 10.0 4.3242857142857165
50.0 10.0 10.0 40.0 20.0 5.124285714285714
50.0 10.0 10.0 40.0 100.0 11.52428571428569
50.0 10.0 1000.0 1.0 0.01 1.76
50.0 10.0 1000.0 1.0 0.02 1.81
50.0 10.0 1000.0 1.0 0.05 1.88
50.0 10.0 1000.0 1.0 0.1 1.96
50.0 10.0 1000.0 1.0 0.2 2.01
50.0 10.0 1000.0 1.0 0.5 2.08
50.0 10.0 1000.0 1.0 1.0 2.16
50.0 10.0 1000.0 1.0 2.0 2.29
50.0 10.0 1000.0 1.0 5.0 2.6
50.0 10.0 1000.0 1.0 10.0 3.49
50.0 10.0 1000.0 1.0 20.0 4.88
50.0 10.0 1000.0 1.0 100.0 15.99999999999999
50.0 10.0 1000.0 1.5 0.01 1.77
50.0 10.0 1000.0 1.5 0.02 1.81
50.0 10.0 1000.0 1.5 0.05 1.88
50.0 10.0 1000.0 1.5 0.1 1.94
50.0 10.0 1000.0 1.5 0.2 1.99
50.0 10.0 1000.0 1.5 0.5 2.05
50.0 10.0 1000.0 1.5 1.0 2.15
50.0 10.0 1000.0 1.5 2.0 2.28
50.0 10.0 1000.0 1.5 5.0 2.83
50.0 10.0 1000.0 1.5 10.0 3.72
50.0 10.0 1000.0 1.5 20.0 5.36
50.0 10.0 1000.0 1.5 100.0 18.479999999999997
50.0 10.0 1000.0 2.4 0.01 1.82
50.0 10.0 1000.0 2.4 0.02 1.85
50.0 10.0 1000.0 2.4 0.05 1.9
50.0 10.0 1000.0 2.4 0.1 1.95
50.0 10.0 1000.0 2.4 0.2 1.99
50.0 10.0 1000.0 2.4 0.5 2.05
50.0 10.0 1000.0 2.4 1.0 2.14
50.0 10.0 1000.0 2.4 2.0 2.36
50.0 10.0 1000.0 2.4 5.0 3.01
50.0 10.0 1000.0 2.4 10.0 3.89
50.0 10.0 1000.0 2.4 20.0 5.55
50.0 10.0 1000.0 2.4 100.0 18.829999999999995
50.0 10.0 1000.0 3.6 0.01 1.87
50.0 10.0 1000.0 3.6 0.02 1.9
50.0 10.0 1000.0 3.6 0.05 1.94
50.0 10.0 1000.0 3.6 0.1 1.98
50.0 10.0 1000.0 3.6 0.2 2.02
50.0 10.0 1000.0 3.6 0.5 2.09
50.0 10.0 1000.0 3.6 1.0 2.18
50.0 10.0 1000.0 3.6 2.0 2.42
50.0 10.0 1000.0 3.6 5.0 3.1
50.0 10.0 1000.0 3.6 10.0 3.97
50.0 10.0 1000.0 3.6 20.0 5.48
50.0 10.0 1000.0 3.6 100.0 17.560000000000002
50.0 10.0 1000.0 5.5 0.01 1.95
50.0 10.0 1000.0 5.5 0.02 1.97
50.0 10.0 1000.0 5.5 0.05 2.01
50.0 10.0 1000.0 5.5 0.1 2.04
50.0 10.0 1000.0 5.5 0.2 2.09
50.0 10.0 1000.0 5.5 0.5 2.15
50.0 10.0 1000.0 5.5 1.0 2.31
50.0 10.0 1000.0 5.5 2.0 2.54
50.0 10.0 1000.0 5.5 5.0 3.14
50.0 10.0 1000.0 5.5 10.0 4.01
50.0 10.0 1000.0 5.5 20.0 5.47
50.0 10.0 1000.0 5.5 100.0 17.15
50.0 10.0 1000.0 8.5 0.01 2.05
50.0 10.0 1000.0 8.5 0.02 2.07
50.0 10.0 1000.0 8.5 0.05 2.1
50.0 10.0 1000.0 8.5 0.1 2.12
50.0 10.0 1000.0 8.5 0.2 2.15
50.0 10.0 1000.0 8.5 0.5 2.28
50.0 10.0 1000.0 8.5 1.0 2.43
50.0 10.0 1000.0 8.5 2.0 2.67
50.0 10.0 1000.0 8.5 5.0 3.21
50.0 10.0 1000.0 8.5 10.0 4.01
50.0 10.0 1000.0 8.5 20.0 5.4
50.0 10.0 1000.0 8.5 100.0 16.519999999999996
50.0 10.0 1000.0 13.0 0.01 2.17
50.0 10.0 1000.0 13.0 0.02 2.18
50.0 10.0 1000.0 13.0 0.05 2.21
50.0 10.0 1000.0 13.0 0.1 2.23
50.0 10.0 1000.0 13.0 0.2 2.28
50.0 10.0 1000.0 13.0 0.5 2.4
50.0 10.0 1000.0 13.0 1.0 2.55
50.0 10.0 1000.0 13.0 2.0 2.79
50.0 10.0 1000.0 13.0 5.0 3.33
50.0 10.0 1000.0 13.0 10.0 4.05
50.0 10.0 1000.0 13.0 20.0 5.35
50.0 10.0 1000.0 13.0 100.0 15.74999999999999
50.0 10.0 1000.0 20.0 0.01 2.31
50.0 10.0 1000.0 20.0 0.02 2.32
50.0 10.0 1000.0 20.0 0.05 2.34
50.0 10.0 1000.0 20.0 0.1 2.36
50.0 10.0 1000.0 20.0 0.2 2.45
50.0 10.0 1000.0 20.0 0.5 2.55
50.0 10.0 1000.0 20.0 1.0 2.69
50.0 10.0 1000.0 20.0 2.0 2.92
50.0 10.0 1000.0 20.0 5.0 3.45
50.0 10.0 1000.0 20.0 10.0 4.15
50.0 10.0 1000.0 20.0 20.0 5.32
50.0 10.0 1000.0 20.0 100.0 14.679999999999996
50.0 10.0 1000.0 40.0 0.01 2.71
50.0 10.0 1000.0 40.0 0.02 2.719999999999999
50.0 10.0 1000.0 40.0 0.05 2.71142857142857
50.0 10.0 1000.0 40.0 0.1 2.7314285714285704
50.0 10.0 1000.0 40.0 0.2 2.9357142857142873
50.0 10.0 1000.0 40.0 0.5 2.9785714285714295
50.0 10.0 1000.0 40.0 1.0 3.0900000000000007
50.0 10.0 1000.0 40.0 2.0 3.2914285714285723
50.0 10.0 1000.0 40.0 5.0 3.7928571428571454
50.0 10.0 1000.0 40.0 10.0 4.435714285714288
50.0 10.0 1000.0 40.0 20.0 5.234285714285718
50.0 10.0 1000.0 40.0 100.0 11.622857142857153
